,policy,seconds,avg_gpu_util,avg_gpu_mem_used,cpu_util,cpu_mem_used
182,deepspeed_policy,185.8521602153778,63.75,18086952960.0,11.7,76828409856
183,deepspeed_policy,186.86039686203003,0.0,18086952960.0,11.0,76828409856
184,deepspeed_policy,187.86411833763123,93.75,18086952960.0,10.8,76828151808
185,deepspeed_policy,188.867990732193,73.25,18086952960.0,12.2,76827631616
186,deepspeed_policy,189.9066925048828,81.25,18087215104.0,12.1,76827631616
187,deepspeed_policy,190.91575050354004,66.125,18087215104.0,11.6,76827889664
188,deepspeed_policy,191.9261920452118,0.0,18087215104.0,11.3,76828561408
189,deepspeed_policy,192.92996788024902,77.75,18087215104.0,11.1,76828790784
190,deepspeed_policy,193.94105887413025,89.0,18087215104.0,12.6,76824113152
191,deepspeed_policy,194.98991990089417,100.0,18087215104.0,11.7,76824113152
192,deepspeed_policy,195.99344539642334,61.625,18087215104.0,12.0,76824371200
193,deepspeed_policy,197.0044195652008,0.0,18087215104.0,10.7,76824358912
194,deepspeed_policy,198.00837540626526,92.375,18087215104.0,11.5,76824096768
195,deepspeed_policy,199.03522729873657,85.375,18087215104.0,12.4,76824059904
196,deepspeed_policy,200.14012241363525,97.125,18087215104.0,11.7,76823527424
197,deepspeed_policy,201.1584210395813,39.625,18087215104.0,12.4,76828168192
198,deepspeed_policy,202.16222214698792,0.0,18087215104.0,10.4,76829556736
199,deepspeed_policy,203.1688416004181,88.5,18087215104.0,12.4,76829786112
200,deepspeed_policy,204.20623135566711,92.5,18087215104.0,13.1,76833624064
201,deepspeed_policy,205.27844071388245,81.75,18087215104.0,11.6,76833476608
202,deepspeed_policy,206.32111740112305,0.0,18087215104.0,11.7,76833116160
203,deepspeed_policy,207.32486939430237,81.125,18087215104.0,11.0,76834852864
204,deepspeed_policy,208.34383630752563,77.75,18087215104.0,12.4,76836315136
205,deepspeed_policy,209.38765716552734,98.25,18087215104.0,12.8,76835790848
206,deepspeed_policy,210.3969976902008,60.875,18087215104.0,11.7,76836528128
207,deepspeed_policy,211.42214465141296,0.0,18087215104.0,10.9,76836528128
208,deepspeed_policy,212.4271423816681,88.625,18087215104.0,11.4,76837302272
209,deepspeed_policy,213.52758049964905,85.375,18087215104.0,12.4,76837302272
210,deepspeed_policy,214.5559537410736,90.0,18087215104.0,12.0,76832460800
211,deepspeed_policy,215.64009308815002,57.75,18087215104.0,12.2,76832665600
212,deepspeed_policy,216.6596131324768,0.0,18087215104.0,10.4,76832649216
213,deepspeed_policy,217.66347312927246,73.75,18087215104.0,12.1,76832907264
214,deepspeed_policy,218.66743540763855,91.875,18087215104.0,12.4,76832673792
215,deepspeed_policy,219.78502917289734,77.625,18087215104.0,11.5,76832411648
216,deepspeed_policy,220.79067254066467,0.875,18087215104.0,11.6,76831879168
217,deepspeed_policy,221.7944622039795,85.375,18087215104.0,10.8,76832305152
218,deepspeed_policy,222.81504654884338,80.0,18087215104.0,12.2,76832821248
219,deepspeed_policy,223.90121865272522,79.0,18087215104.0,12.2,76833079296
220,deepspeed_policy,224.906751871109,64.75,18087215104.0,12.0,76835135488
221,deepspeed_policy,225.98792433738708,0.0,18087215104.0,11.0,76834988032
222,deepspeed_policy,226.991596698761,88.625,18087215104.0,11.3,76835237888
223,deepspeed_policy,228.05634689331055,93.125,18087215104.0,12.1,76835237888
224,deepspeed_policy,229.0590283870697,98.375,18087215104.0,11.6,76835237888
225,deepspeed_policy,230.06401705741882,56.875,18087215104.0,12.5,76835217408
226,deepspeed_policy,231.08490633964539,0.0,18087215104.0,10.4,76834959360
227,deepspeed_policy,232.09959959983826,76.375,18087215104.0,12.4,76836265984
228,deepspeed_policy,233.1573510169983,85.0,18087215104.0,12.4,76836003840
229,deepspeed_policy,234.2405822277069,77.875,18087215104.0,11.5,76836003840
230,deepspeed_policy,235.32812309265137,0.625,18087215104.0,11.9,76850470912
231,deepspeed_policy,236.332026720047,82.5,18087215104.0,10.7,76830920704
232,deepspeed_policy,237.34385681152344,81.75,18087215104.0,12.3,76832468992
233,deepspeed_policy,238.40715169906616,77.125,18087215104.0,12.3,76832657408
234,deepspeed_policy,239.4116506576538,64.625,18087215104.0,12.0,76833157120
235,deepspeed_policy,240.42300653457642,0.0,18087215104.0,11.4,76832858112
236,deepspeed_policy,241.4270555973053,77.875,18087215104.0,11.7,76832997376
237,deepspeed_policy,242.44229006767273,89.875,18087215104.0,12.2,76833243136
238,deepspeed_policy,243.47468447685242,100.0,18087215104.0,12.2,76833005568
239,deepspeed_policy,244.47881269454956,58.875,18087215104.0,12.2,76833976320
240,deepspeed_policy,245.4999876022339,0.0,18087215104.0,10.8,76833976320
241,deepspeed_policy,246.50362825393677,93.75,18087215104.0,12.2,76829675520
242,deepspeed_policy,247.53108501434326,77.375,18087215104.0,12.4,76829646848
243,deepspeed_policy,248.63239216804504,94.0,18087215104.0,11.7,76829388800
244,deepspeed_policy,249.63594675064087,49.875,18087215104.0,12.2,76828704768
245,deepspeed_policy,250.63959121704102,3.875,18087215104.0,10.3,76828430336
246,deepspeed_policy,251.65024781227112,91.5,18087215104.0,11.6,76828430336
247,deepspeed_policy,252.65498518943787,77.5,18087215104.0,12.5,76828659712
248,deepspeed_policy,253.65846300125122,91.875,18087215104.0,11.6,76828397568
249,deepspeed_policy,254.6845703125,53.625,18087215104.0,12.3,76828397568
250,deepspeed_policy,255.6893265247345,0.0,18087215104.0,10.2,76828389376
251,deepspeed_policy,256.6930251121521,93.875,18087215104.0,12.0,76823216128
252,deepspeed_policy,257.7397336959839,78.875,18087215104.0,12.4,76823191552
253,deepspeed_policy,258.7582371234894,91.0,18087215104.0,11.8,76822933504
254,deepspeed_policy,259.76968216896057,61.25,18087215104.0,12.2,76822134784
255,deepspeed_policy,260.7751076221466,0.0,18087215104.0,10.4,76821790720
256,deepspeed_policy,261.7788314819336,74.375,18087215104.0,12.5,76824215552
257,deepspeed_policy,262.79007863998413,88.875,18087215104.0,12.5,76824473600
258,deepspeed_policy,263.8487341403961,81.75,18087215104.0,12.0,76824727552
259,deepspeed_policy,264.8575427532196,9.125,18087215104.0,11.9,76824305664
260,deepspeed_policy,265.86173605918884,40.875,18087215104.0,10.5,76824305664
261,deepspeed_policy,266.8750991821289,92.375,18087215104.0,12.7,76848033792
262,deepspeed_policy,267.88159823417664,86.25,18087215104.0,12.3,76825436160
263,deepspeed_policy,268.89041566848755,87.0,18087215104.0,11.5,76825436160
264,deepspeed_policy,269.90017080307007,0.0,18087215104.0,11.5,76825161728
265,deepspeed_policy,270.9039349555969,75.5,18087215104.0,11.1,76825640960
266,deepspeed_policy,271.9740090370178,84.375,18087215104.0,12.4,76827131904
267,deepspeed_policy,272.9774498939514,99.0,18087215104.0,12.5,76826984448
268,deepspeed_policy,274.0066821575165,59.125,18087215104.0,12.0,76828229632
269,deepspeed_policy,275.0107035636902,0.0,18087215104.0,11.3,76828397568
270,deepspeed_policy,276.0144386291504,89.25,18087215104.0,11.3,76828393472
271,deepspeed_policy,277.0650885105133,91.75,18087215104.0,12.6,76828385280
272,deepspeed_policy,278.06845569610596,100.0,18087215104.0,12.4,76838735872
273,deepspeed_policy,279.0721344947815,62.875,18087215104.0,12.0,76838141952
274,deepspeed_policy,280.07868480682373,0.0,18087215104.0,10.6,76838141952
275,deepspeed_policy,281.082314491272,78.125,18087215104.0,11.0,76837883904
276,deepspeed_policy,282.09885334968567,92.5,18087215104.0,12.3,76838113280
277,deepspeed_policy,283.2179162502289,100.0,18087215104.0,11.6,76838113280
278,deepspeed_policy,284.24744415283203,61.125,18087215104.0,12.0,76838113280
279,deepspeed_policy,285.25639390945435,0.0,18087215104.0,10.5,76838096896
280,deepspeed_policy,286.26024413108826,89.125,18087215104.0,11.6,76837838848
281,deepspeed_policy,287.2644712924957,72.5,18087215104.0,12.4,76837838848
282,deepspeed_policy,288.28378033638,90.25,18087215104.0,11.9,76839362560
283,deepspeed_policy,289.28853392601013,60.25,18087215104.0,12.2,76839211008
284,deepspeed_policy,290.3005986213684,0.0,18087215104.0,10.2,76838944768
285,deepspeed_policy,291.3044013977051,82.125,18087215104.0,12.0,76838662144
286,deepspeed_policy,292.33152318000793,89.375,18087215104.0,12.9,76842917888
287,deepspeed_policy,293.3415606021881,76.875,18087215104.0,11.6,76842917888
288,deepspeed_policy,294.39872121810913,1.75,18087215104.0,11.9,76842913792
289,deepspeed_policy,295.40252590179443,88.75,18087215104.0,10.7,76842389504
290,deepspeed_policy,296.43443059921265,82.375,18087215104.0,12.1,76842131456
291,deepspeed_policy,297.4793577194214,76.75,18087215104.0,12.1,76841873408
292,deepspeed_policy,298.48289585113525,68.875,18087215104.0,12.1,76842643456
293,deepspeed_policy,299.49089908599854,0.0,18087215104.0,11.1,76841955328
294,deepspeed_policy,300.4946620464325,75.75,18087215104.0,11.0,76841181184
295,deepspeed_policy,301.5096232891083,91.0,18087215104.0,12.2,76841181184
296,deepspeed_policy,302.5529136657715,100.0,18087215104.0,11.7,76841181184
297,deepspeed_policy,303.5566282272339,63.125,18087215104.0,12.1,76842176512
298,deepspeed_policy,304.5741500854492,0.0,18087215104.0,10.8,76842598400
299,deepspeed_policy,305.57837295532227,90.875,18087215104.0,11.6,76840706048
300,deepspeed_policy,306.600638628006,85.25,18087215104.0,12.3,76840685568
301,deepspeed_policy,307.6774399280548,91.5,18087215104.0,11.8,76840681472
302,deepspeed_policy,308.68241906166077,55.625,18087215104.0,12.3,76845572096
303,deepspeed_policy,309.6876618862152,1.5,18087215104.0,10.5,76831064064
304,deepspeed_policy,310.69152641296387,83.0,18087215104.0,12.3,76830732288
305,deepspeed_policy,311.72497510910034,89.5,18087215104.0,12.6,76830461952
306,deepspeed_policy,312.73285841941833,76.25,18087215104.0,11.8,76830658560
307,deepspeed_policy,313.74360966682434,4.0,18087215104.0,11.9,76838023168
308,deepspeed_policy,314.7473361492157,76.375,18087215104.0,10.6,76838191104
309,deepspeed_policy,315.7845141887665,89.5,18087215104.0,12.0,76837933056
310,deepspeed_policy,316.80501341819763,73.75,18087215104.0,12.0,76837675008
311,deepspeed_policy,317.8123960494995,76.0,18087215104.0,11.4,76837675008
0,harmony,0.0,0.0,32348372992.0,13.0,76780015616
1,harmony,1.0041956901550293,0.0,32348372992.0,10.1,76779622400
2,harmony,2.007913112640381,0.0,32348372992.0,10.1,76786454528
3,harmony,3.011869192123413,99.25,32348372992.0,11.1,76781932544
4,harmony,4.02682638168335,100.0,32348372992.0,12.4,76781158400
5,harmony,5.045539379119873,99.625,32348372992.0,12.2,76779229184
6,harmony,6.054497718811035,94.75,32348372992.0,12.4,76781318144
7,harmony,7.059480905532837,72.875,32349159424.0,12.3,76782223360
8,harmony,8.116145610809326,72.25,32349159424.0,12.9,76784599040
9,harmony,9.126863241195679,71.125,32349159424.0,12.4,76786139136
10,harmony,10.14076852798462,0.0,32349159424.0,11.2,76779692032
11,harmony,11.144183158874512,0.0,32349159424.0,10.1,76783366144
12,harmony,12.147514820098877,0.0,32349159424.0,10.1,76790022144
13,harmony,13.151126861572266,99.25,32349159424.0,11.1,76787867648
14,harmony,14.15818476676941,100.0,32349159424.0,12.1,76789051392
15,harmony,15.283144235610962,99.625,32349159424.0,12.0,76794224640
16,harmony,16.311254501342773,100.0,32349159424.0,12.2,76793155584
17,harmony,17.418296813964844,98.875,32349159424.0,12.3,76791824384
18,harmony,18.463587522506714,90.0,32349421568.0,12.8,76783632384
19,harmony,19.468080759048462,69.625,32349421568.0,12.3,76783308800
20,harmony,20.49469828605652,0.0,32349421568.0,11.5,76783685632
21,harmony,21.498445987701416,0.0,32349421568.0,10.2,76784148480
22,harmony,22.50213360786438,0.0,32349421568.0,10.0,76784316416
23,harmony,23.505934953689575,98.5,32349421568.0,11.3,76781178880
24,harmony,24.516181707382202,100.0,32349421568.0,12.1,76780724224
25,harmony,25.590726137161255,71.625,32349421568.0,12.4,76780695552
26,harmony,26.5947048664093,72.875,32349421568.0,12.4,76780097536
27,harmony,27.59845519065857,89.875,32349421568.0,12.5,76778962944
28,harmony,28.635174036026,95.25,32349421568.0,12.5,76785360896
29,harmony,29.64747977256775,70.25,32349421568.0,13.0,76782612480
30,harmony,30.72070574760437,0.0,32349421568.0,11.1,76789276672
31,harmony,31.72394371032715,0.0,32349421568.0,10.3,76789211136
32,harmony,32.727742195129395,0.0,32349421568.0,10.2,76790243328
33,harmony,33.73164916038513,73.875,32349421568.0,11.7,76794753024
34,harmony,34.763152837753296,92.375,32349421568.0,12.4,76794982400
35,harmony,35.776257038116455,94.875,32349421568.0,12.5,76794724352
36,harmony,36.869649171829224,91.625,32349421568.0,12.3,76793671680
37,harmony,37.87355613708496,96.0,32349421568.0,12.5,76798189568
38,harmony,38.894880294799805,70.25,32349421568.0,12.5,76799250432
39,harmony,39.98791289329529,62.625,32349421568.0,12.9,76802809856
40,harmony,40.991684675216675,0.0,32349421568.0,10.3,76802662400
41,harmony,41.99534010887146,0.0,32349421568.0,10.1,76802662400
42,harmony,42.99905276298523,68.625,32349421568.0,10.8,76800442368
43,harmony,44.0129292011261,96.25,32349421568.0,12.1,76800032768
44,harmony,45.0167293548584,100.0,32349421568.0,12.7,76808282112
45,harmony,46.06686878204346,100.0,32349421568.0,12.5,76807663616
46,harmony,47.2109100818634,93.5,32349421568.0,12.5,76807090176
47,harmony,48.219677686691284,77.75,32349421568.0,12.3,76807090176
48,harmony,49.32969379425049,71.875,32349421568.0,12.3,76807086080
49,harmony,50.35104298591614,0.0,32349421568.0,11.6,76810711040
50,harmony,51.35441756248474,0.0,32349421568.0,10.3,76810452992
